index,original_file_name,relative_path,is_research_paper,suggested_new_filename,final_new_filename,status,message
187,Olszak J -2017-GPC-Climatically controlled terrace staircases in uplifting mountainous areas.pdf,test1/Olszak J -2017-GPC-Climatically controlled terrace staircases in uplifting mountainous areas.pdf,True,Olszak J-2017-GPC-Climatically controlled terrace staircases in uplifting mountainous areas.pdf,Olszak J-2017-GPC-Climatically controlled terrace staircases in uplifting mountainous areas.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Olszak J-2017-GPC-Climatically controlled terrace staircases in uplifting mountainous areas.pdf
188,Out-of-Sequence_Backthrusting_Since_the_Middle_Ple.pdf,test1/Out-of-Sequence_Backthrusting_Since_the_Middle_Ple.pdf,True,Hu G et al.-2021-Tectonics-Out-of-Sequence Backthrusting Since the Middle Pleistocene Revealed by the Jiangnanmiao Thrust Fault Along the No.pdf,Hu G et al.-2021-Tectonics-Out-of-Sequence Backthrusting Since the Middle Pleistocene Revealed by the Jiangnanmiao Thrust Fault Along the No.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Hu G et al.-2021-Tectonics-Out-of-Sequence Backthrusting Since the Middle Pleistocene Revealed by the Jiangnanmiao Thrust Fault Along the No.pdf
189,Palumbo et al.-2011-TN-Catchment‐wide denudation rates at the margin of NE Tibet from in situ‐produced cosmogenic.pdf,test1/Palumbo et al.-2011-TN-Catchment‐wide denudation rates at the margin of NE Tibet from in situ‐produced cosmogenic.pdf,True,Palumbo L et al.-2011-Terra Nova-Catchment-wide denudation rates at the margin of NE Tibet from in situ-produced cosmogenic 10Be.pdf,Palumbo L et al.-2011-Terra Nova-Catchment-wide denudation rates at the margin of NE Tibet from in situ-produced cosmogenic 10Be.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Palumbo L et al.-2011-Terra Nova-Catchment-wide denudation rates at the margin of NE Tibet from in situ-produced cosmogenic 10Be.pdf
190,"Pan BT et al.-2013-Geomorphology-Late Quaternary river incision rates and rock uplift pattern of the eastern Qilian Shan Mountain, China.pdf","test1/Pan BT et al.-2013-Geomorphology-Late Quaternary river incision rates and rock uplift pattern of the eastern Qilian Shan Mountain, China.pdf",True,Pan B et al.-2013-Geomorphology-Late Quaternary river incision rates and rock uplift pattern of the eastern Qilian Shan Mountain China.pdf,Pan B et al.-2013-Geomorphology-Late Quaternary river incision rates and rock uplift pattern of the eastern Qilian Shan Mountain China.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Pan B et al.-2013-Geomorphology-Late Quaternary river incision rates and rock uplift pattern of the eastern Qilian Shan Mountain China.pdf
191,"Pan BT et al.-2023-QSR-Fluvial responses to late Quaternary climate change in the Shiyang River drainage system, western China.pdf","test1/Pan BT et al.-2023-QSR-Fluvial responses to late Quaternary climate change in the Shiyang River drainage system, western China.pdf",True,Pan B et al.-2023-QSR-Channel migration in the northeastern margin of the Tibetan Plateau and its implication for fluvial response.pdf,Pan B et al.-2023-QSR-Channel migration in the northeastern margin of the Tibetan Plateau and its implication for fluvial response.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Pan B et al.-2023-QSR-Channel migration in the northeastern margin of the Tibetan Plateau and its implication for fluvial response.pdf
192,Pan BT-2009-Geology-Sagou.pdf,test1/Pan BT-2009-Geology-Sagou.pdf,True,Pan B et al.-2003-Geology-A 900 ky record of strath terrace formation during glacial interglacial transitions in northwest China.pdf,Pan B et al.-2003-Geology-A 900 ky record of strath terrace formation during glacial interglacial transitions in northwest China.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Pan B et al.-2003-Geology-A 900 ky record of strath terrace formation during glacial interglacial transitions in northwest China.pdf
193,"Parida S et al.-2025-EPSL-Changes in thermoluminescence sensitivity of 110°C glow peak of quartz grains from sediments of River Ganga, Observation and implications.pdf","test1/Parida S et al.-2025-EPSL-Changes in thermoluminescence sensitivity of 110°C glow peak of quartz grains from sediments of River Ganga, Observation and implications.pdf",True,Parida S et al.-2025-EPSL-Changes in thermoluminescence sensitivity of 110C glow peak of quartz grains from sediments of River Ganga Observa.pdf,Parida S et al.-2025-EPSL-Changes in thermoluminescence sensitivity of 110C glow peak of quartz grains from sediments of River Ganga Observa.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Parida S et al.-2025-EPSL-Changes in thermoluminescence sensitivity of 110C glow peak of quartz grains from sediments of River Ganga Observa.pdf
194,Peng J&Li B et al.-2017-ATL-Single-aliquot Regenerative-Dose (SAR) and Standardised Growth Curve (SGC) Equivalent Dose Determination.pdf,test1/Peng J&Li B et al.-2017-ATL-Single-aliquot Regenerative-Dose (SAR) and Standardised Growth Curve (SGC) Equivalent Dose Determination.pdf,True,Peng J & Li B-2017-ATL-Single-aliquot Regenerative-dose SAR and Standardised Growth Curve SGC Equivalent Dose Determination in a Batch Model.pdf,Peng J & Li B-2017-ATL-Single-aliquot Regenerative-dose SAR and Standardised Growth Curve SGC Equivalent Dose Determination in a Batch Model.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Peng J & Li B-2017-ATL-Single-aliquot Regenerative-dose SAR and Standardised Growth Curve SGC Equivalent Dose Determination in a Batch Model.pdf
195,"Penprase SB et al.-2025-Geology-Plow versus Ice Age, Erosion rate variability from glacial–interglacial climate change is an order of magnitude lower than agricultural erosion in the Upper Mississippi River Valley, USA.pdf","test1/Penprase SB et al.-2025-Geology-Plow versus Ice Age, Erosion rate variability from glacial–interglacial climate change is an order of magnitude lower than agricultural erosion in the Upper Mississippi River Valley, USA.pdf",True,Penprase SB et al.-2025-Geology-Plow versus Ice Age Erosion rate variability from glacial interglacial climate change is an order of magnitu.pdf,Penprase SB et al.-2025-Geology-Plow versus Ice Age Erosion rate variability from glacial interglacial climate change is an order of magnitu.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Penprase SB et al.-2025-Geology-Plow versus Ice Age Erosion rate variability from glacial interglacial climate change is an order of magnitu.pdf
196,Pleistocene exhumation in Namche Barwa Syntaxis (Eastern Tibet) revealed by detrital apatite fission track thermochronology.pdf,test1/Pleistocene exhumation in Namche Barwa Syntaxis (Eastern Tibet) revealed by detrital apatite fission track thermochronology.pdf,True,Sun D et al.-2024-JAES-Pleistocene exhumation in Namche Barwa Syntaxis Eastern Tibet revealed by detrital apatite fission track thermochronology.pdf,Sun D et al.-2024-JAES-Pleistocene exhumation in Namche Barwa Syntaxis Eastern Tibet revealed by detrital apatite fission track thermochronology.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Sun D et al.-2024-JAES-Pleistocene exhumation in Namche Barwa Syntaxis Eastern Tibet revealed by detrital apatite fission track thermochronology.pdf
197,Pleistocene_drainage_reorganization_driven_by_the_isostatic_response_to_deep_incision_into_the_northeastern_Tibetan_Plateau.pdf,test1/Pleistocene_drainage_reorganization_driven_by_the_isostatic_response_to_deep_incision_into_the_northeastern_Tibetan_Plateau.pdf,True,Zhang H et al.-2014-Geology-Pleistocene drainage reorganization driven by the isostatic response to deep incision into the northeastern Tibetan Plateau.pdf,Zhang H et al.-2014-Geology-Pleistocene drainage reorganization driven by the isostatic response to deep incision into the northeastern Tibetan Plateau.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Zhang H et al.-2014-Geology-Pleistocene drainage reorganization driven by the isostatic response to deep incision into the northeastern Tibetan Plateau.pdf
198,"Poisson B, & Avouac J P.-2004-JoG- Holocene hydrological changes inferred from alluvial stream entrenchment in North Tian Shan(Northwestern China).pdf","test1/Poisson B, & Avouac J P.-2004-JoG- Holocene hydrological changes inferred from alluvial stream entrenchment in North Tian Shan(Northwestern China).pdf",True,Poisson B & Avouac J‐P-2004-JG-Holocene Hydrological Changes Inferred from Alluvial Stream Entrenchment in North Tian Shan Northwestern China.pdf,Poisson B & Avouac J‐P-2004-JG-Holocene Hydrological Changes Inferred from Alluvial Stream Entrenchment in North Tian Shan Northwestern China.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Poisson B & Avouac J‐P-2004-JG-Holocene Hydrological Changes Inferred from Alluvial Stream Entrenchment in North Tian Shan Northwestern China.pdf
199,"Pratt B et al.-2002-Geology-Impulsive alluviation during early Holocene strengthened monsoons, central Nepal Himalaya.pdf","test1/Pratt B et al.-2002-Geology-Impulsive alluviation during early Holocene strengthened monsoons, central Nepal Himalaya.pdf",True,Pratt B et al.-2002-Geology-Impulsive alluviation during early Holocene strengthened monsoons central Nepal Himalaya.pdf,Pratt B et al.-2002-Geology-Impulsive alluviation during early Holocene strengthened monsoons central Nepal Himalaya.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Pratt B et al.-2002-Geology-Impulsive alluviation during early Holocene strengthened monsoons central Nepal Himalaya.pdf
200,"Pu Y et al.-2013-PPP-Paleoclimate changes of the last 1000yr on the eastern Qinghai–Tibetan Plateau recorded by elemental, isotopic, and molecular organic matter proxies in sediment from glacial Lake Ximencuo.pdf","test1/Pu Y et al.-2013-PPP-Paleoclimate changes of the last 1000yr on the eastern Qinghai–Tibetan Plateau recorded by elemental, isotopic, and molecular organic matter proxies in sediment from glacial Lake Ximencuo.pdf",True,Pu Y et al.-2013-PPP-Paleoclimate changes of the last 1000yr on the eastern Qinghai–Tibetan Plateau recorded by elemental isotopic and molec.pdf,Pu Y et al.-2013-PPP-Paleoclimate changes of the last 1000yr on the eastern Qinghai–Tibetan Plateau recorded by elemental isotopic and molec.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Pu Y et al.-2013-PPP-Paleoclimate changes of the last 1000yr on the eastern Qinghai–Tibetan Plateau recorded by elemental isotopic and molec.pdf
201,Putnam A-Nature-2022-Sediment study finds the pulse of tropical glaciers.pdf,test1/Putnam A-Nature-2022-Sediment study finds the pulse of tropical glaciers.pdf,False,,,skipped,Not a research paper
202,"Qin JT et al.-2018-RM-Initial sensitivity change of K-feldspar pIRIR signals due to uncompensated decrease in electron trapping probability, Evidence from radiofluorescence measurements..pdf","test1/Qin JT et al.-2018-RM-Initial sensitivity change of K-feldspar pIRIR signals due to uncompensated decrease in electron trapping probability, Evidence from radiofluorescence measurements..pdf",True,Qin J et al.-2018-RM-Initial sensitivity change of K-feldspar pIRIR signals due to uncompensated decrease in electron trapping probability E.pdf,Qin J et al.-2018-RM-Initial sensitivity change of K-feldspar pIRIR signals due to uncompensated decrease in electron trapping probability E.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Qin J et al.-2018-RM-Initial sensitivity change of K-feldspar pIRIR signals due to uncompensated decrease in electron trapping probability E.pdf
203,"Qiu QR et al.-2021-Tectonophysics-Late Quaternary steady deformation of the Minle Fault in the north Qilian Shan, NE Tibet.pdf","test1/Qiu QR et al.-2021-Tectonophysics-Late Quaternary steady deformation of the Minle Fault in the north Qilian Shan, NE Tibet.pdf",True,Liu Q et al.-2021-Tectonophysics-Late Quaternary steady deformation of the Minle Fault in the north Qilian Shan NE Tibet.pdf,Liu Q et al.-2021-Tectonophysics-Late Quaternary steady deformation of the Minle Fault in the north Qilian Shan NE Tibet.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Liu Q et al.-2021-Tectonophysics-Late Quaternary steady deformation of the Minle Fault in the north Qilian Shan NE Tibet.pdf
204,RPC_FURONG_2023.pdf,test1/RPC_FURONG_2023.pdf,True,Cui F et al.-2023-RPC-Improved separation of quartz optically stimulated luminescence from mixed sample using pulsed green light.pdf,Cui F et al.-2023-RPC-Improved separation of quartz optically stimulated luminescence from mixed sample using pulsed green light.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Cui F et al.-2023-RPC-Improved separation of quartz optically stimulated luminescence from mixed sample using pulsed green light.pdf
205,Rainfall_and_sea_level_drove_the_expansion_of_seas.pdf,test1/Rainfall_and_sea_level_drove_the_expansion_of_seas.pdf,True,Sawakuchi AO et al.-2022-NC-Rainfall and sea level drove the expansion of seasonally flooded habitats and associated bird populations across Amazonia.pdf,Sawakuchi AO et al.-2022-NC-Rainfall and sea level drove the expansion of seasonally flooded habitats and associated bird populations across Amazonia.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Sawakuchi AO et al.-2022-NC-Rainfall and sea level drove the expansion of seasonally flooded habitats and associated bird populations across Amazonia.pdf
206,Reconstruction_of_the_Catastrophic_Outburst_Floods.pdf,test1/Reconstruction_of_the_Catastrophic_Outburst_Floods.pdf,True,Ma J et al.-2024-Reconstruction of the Catastrophic Outburst Floods of the Diexi Ancient Landslide-Dammed Lake in the Upper Minjiang River E.pdf,Ma J et al.-2024-Reconstruction of the Catastrophic Outburst Floods of the Diexi Ancient Landslide-Dammed Lake in the Upper Minjiang River E.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Ma J et al.-2024-Reconstruction of the Catastrophic Outburst Floods of the Diexi Ancient Landslide-Dammed Lake in the Upper Minjiang River E.pdf
207,Registration Slip - AOGS MARS.pdf,test1/Registration Slip - AOGS MARS.pdf,False,,,skipped,Not a research paper
208,Reiners-2006-Annual Review of Earth and Planet.pdf,test1/Reiners-2006-Annual Review of Earth and Planet.pdf,True,Reiners PW & Brandon MT-2006-AREPS-Using Thermochronology to Understand Orogenic Erosion.pdf,Reiners PW & Brandon MT-2006-AREPS-Using Thermochronology to Understand Orogenic Erosion.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Reiners PW & Brandon MT-2006-AREPS-Using Thermochronology to Understand Orogenic Erosion.pdf
209,Relationships-between-fluvial-evolution-and-karstification-_2017_Quaternary-.pdf,test1/Relationships-between-fluvial-evolution-and-karstification-_2017_Quaternary-.pdf,True,Harmand D et al.-2017-QSR-Relationships between fluvial evolution and karstification related to climatic tectonic and eustatic forcing in temperate regions.pdf,Harmand D et al.-2017-QSR-Relationships between fluvial evolution and karstification related to climatic tectonic and eustatic forcing in temperate regions.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Harmand D et al.-2017-QSR-Relationships between fluvial evolution and karstification related to climatic tectonic and eustatic forcing in temperate regions.pdf
210,Revealing-the-pace-of-river-landscape-evolution-during-the_2017_Quaternary-S.pdf,test1/Revealing-the-pace-of-river-landscape-evolution-during-the_2017_Quaternary-S.pdf,True,Rixhon G et al.-2016-QSR-Revealing the pace of river landscape evolution during the Quaternary recent developments in numerical dating methods.pdf,Rixhon G et al.-2016-QSR-Revealing the pace of river landscape evolution during the Quaternary recent developments in numerical dating methods.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Rixhon G et al.-2016-QSR-Revealing the pace of river landscape evolution during the Quaternary recent developments in numerical dating methods.pdf
211,River-terrace-development-in-the-NE-Mediterranean-region-_2017_Quaternary-Sc.pdf,test1/River-terrace-development-in-the-NE-Mediterranean-region-_2017_Quaternary-Sc.pdf,True,Bridgland DR et al.-2017-QSR-River terrace development in the NE Mediterranean region Syria and Turkey Patterns in relation to crustal type.pdf,Bridgland DR et al.-2017-QSR-River terrace development in the NE Mediterranean region Syria and Turkey Patterns in relation to crustal type.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Bridgland DR et al.-2017-QSR-River terrace development in the NE Mediterranean region Syria and Turkey Patterns in relation to crustal type.pdf
212,River-terraces-and-alluvial-fans--The-case-for-an-inte_2017_Quaternary-Scien.pdf,test1/River-terraces-and-alluvial-fans--The-case-for-an-inte_2017_Quaternary-Scien.pdf,True,Mather AE et al.-2016-QSR-River terraces and alluvial fans The case for an integrated Quaternary fluvial archive.pdf,Mather AE et al.-2016-QSR-River terraces and alluvial fans The case for an integrated Quaternary fluvial archive.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Mather AE et al.-2016-QSR-River terraces and alluvial fans The case for an integrated Quaternary fluvial archive.pdf
213,"Roberts HM-2012-RM-Testing Post-IR IRSL protocols for minimising fading in feldspars, using Alaskan loess with independent chronological control.pdf","test1/Roberts HM-2012-RM-Testing Post-IR IRSL protocols for minimising fading in feldspars, using Alaskan loess with independent chronological control.pdf",True,Roberts HM-2012-RM-Testing Post-IR IRSL protocols for minimising fading in feldspars using Alaskan loess with independent chronological control.pdf,Roberts HM-2012-RM-Testing Post-IR IRSL protocols for minimising fading in feldspars using Alaskan loess with independent chronological control.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Roberts HM-2012-RM-Testing Post-IR IRSL protocols for minimising fading in feldspars using Alaskan loess with independent chronological control.pdf
214,Roberts HM-2012-RM-Testing Post-IR IRSL protocols for minimising fading in feldspars.pdf,test1/Roberts HM-2012-RM-Testing Post-IR IRSL protocols for minimising fading in feldspars.pdf,True,Roberts HM-2012-RM-Testing Post-IR IRSL protocols for minimising fading in feldspars using Alaskan loess with independent chronological control.pdf,Roberts HM-2012-RM-Testing Post-IR IRSL protocols for minimising fading in feldspars using Alaskan loess with independent chronological control (2).pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Roberts HM-2012-RM-Testing Post-IR IRSL protocols for minimising fading in feldspars using Alaskan loess with independent chronological control (2).pdf
215,Robins L et al.-2022-QSR-Aeolian-fluvial processes control landscape evolution along dunefield margins of the northwestern Negev (Israel) since the late Quaternary.pdf,test1/Robins L et al.-2022-QSR-Aeolian-fluvial processes control landscape evolution along dunefield margins of the northwestern Negev (Israel) since the late Quaternary.pdf,True,Robins L et al.-2022-QSR-Aeolian fluvial processes control landscape evolution along dunefield margins of the northwestern Negev Israel sinc.pdf,Robins L et al.-2022-QSR-Aeolian fluvial processes control landscape evolution along dunefield margins of the northwestern Negev Israel sinc.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Robins L et al.-2022-QSR-Aeolian fluvial processes control landscape evolution along dunefield margins of the northwestern Negev Israel sinc.pdf
216,"Rowan et al.-2012-QG-Optically stimulated luminescence dating of glaciofluvial sediments on the Canterbury Plains, South Island, New Zealand.pdf","test1/Rowan et al.-2012-QG-Optically stimulated luminescence dating of glaciofluvial sediments on the Canterbury Plains, South Island, New Zealand.pdf",True,Rowan AV et al.-2011-QG-Optically stimulated luminescence dating of glaciofluvial sediments on the Canterbury Plains South Island New Zealand.pdf,Rowan AV et al.-2011-QG-Optically stimulated luminescence dating of glaciofluvial sediments on the Canterbury Plains South Island New Zealand.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Rowan AV et al.-2011-QG-Optically stimulated luminescence dating of glaciofluvial sediments on the Canterbury Plains South Island New Zealand.pdf
217,"Sadler & Jerolmack-2015-GS-Scaling laws for aggradation, denudation and progradation rates, the case for time-scale invariance at sediment sources and sinks..pdf","test1/Sadler & Jerolmack-2015-GS-Scaling laws for aggradation, denudation and progradation rates, the case for time-scale invariance at sediment sources and sinks..pdf",True,Sadler PM & Jerolmack DJ-2014-GSLSP-Scaling laws for aggradation denudation and progradation rates the case for time-scale invariance at sed.pdf,Sadler PM & Jerolmack DJ-2014-GSLSP-Scaling laws for aggradation denudation and progradation rates the case for time-scale invariance at sed.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Sadler PM & Jerolmack DJ-2014-GSLSP-Scaling laws for aggradation denudation and progradation rates the case for time-scale invariance at sed.pdf
218,Saucier RT-1996-EG-A contemporary appraisal of some key Fiskian concepts with emphasis on Holocene meander belt formation and morphology .pdf,test1/Saucier RT-1996-EG-A contemporary appraisal of some key Fiskian concepts with emphasis on Holocene meander belt formation and morphology .pdf,True,Saucier RT-1996-EG-A contemporary appraisal of some key Fiskian concepts with emphasis on Holocene meander belt formation and morphology.pdf,Saucier RT-1996-EG-A contemporary appraisal of some key Fiskian concepts with emphasis on Holocene meander belt formation and morphology.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Saucier RT-1996-EG-A contemporary appraisal of some key Fiskian concepts with emphasis on Holocene meander belt formation and morphology.pdf
219,Sawakuchi A et al-2022-NC-Rainfall and sea level drove the expansion of seasonally flooded habitats and associated bird populations across Amazonia.pdf,test1/Sawakuchi A et al-2022-NC-Rainfall and sea level drove the expansion of seasonally flooded habitats and associated bird populations across Amazonia.pdf,True,Sawakuchi AO et al.-2022-NC-Rainfall and sea level drove the expansion of seasonally flooded habitats and associated bird populations across Amazonia.pdf,Sawakuchi AO et al.-2022-NC-Rainfall and sea level drove the expansion of seasonally flooded habitats and associated bird populations across Amazonia (2).pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Sawakuchi AO et al.-2022-NC-Rainfall and sea level drove the expansion of seasonally flooded habitats and associated bird populations across Amazonia (2).pdf
220,Sawakuchi A et al.-2018-EPSL-Luminescence of quartz and feldspar fingerprints provenance and correlates with the source area denudation in the Amazon River basin.pdf,test1/Sawakuchi A et al.-2018-EPSL-Luminescence of quartz and feldspar fingerprints provenance and correlates with the source area denudation in the Amazon River basin.pdf,True,Sawakuchi AO et al.-2018-EPSL-Luminescence of quartz and feldspar fingerprints provenance and correlates with source area denudation in Amazon River basin.pdf,Sawakuchi AO et al.-2018-EPSL-Luminescence of quartz and feldspar fingerprints provenance and correlates with source area denudation in Amazon River basin.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Sawakuchi AO et al.-2018-EPSL-Luminescence of quartz and feldspar fingerprints provenance and correlates with source area denudation in Amazon River basin.pdf
221,Sawakuchi et al.-2020-methods and protocols-optically stimulated luminescence sensitivity of quartz for provenance analusis.pdf,test1/Sawakuchi et al.-2020-methods and protocols-optically stimulated luminescence sensitivity of quartz for provenance analusis.pdf,True,Sawakuchi AO et al.-2020-MP-Optically Stimulated Luminescence Sensitivity of Quartz for Provenance Analysis.pdf,Sawakuchi AO et al.-2020-MP-Optically Stimulated Luminescence Sensitivity of Quartz for Provenance Analysis.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Sawakuchi AO et al.-2020-MP-Optically Stimulated Luminescence Sensitivity of Quartz for Provenance Analysis.pdf
222,"Schanz SA et al.-2018-Geomorphology-Multiple paths to straths, A review and reassessment of terrace genesis.pdf","test1/Schanz SA et al.-2018-Geomorphology-Multiple paths to straths, A review and reassessment of terrace genesis.pdf",True,Schanz SA et al.-2018-Geomorphology-Multiple paths to straths A review and reassessment of terrace genesis.pdf,Schanz SA et al.-2018-Geomorphology-Multiple paths to straths A review and reassessment of terrace genesis.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Schanz SA et al.-2018-Geomorphology-Multiple paths to straths A review and reassessment of terrace genesis.pdf
223,"Schumm 1979-Geomorphic thresholds, the concept and its applications.pdf","test1/Schumm 1979-Geomorphic thresholds, the concept and its applications.pdf",True,Schumm SA-1979-Geomorphology-Geomorphic thresholds the concept and its applications.pdf,Schumm SA-1979-Geomorphology-Geomorphic thresholds the concept and its applications.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Schumm SA-1979-Geomorphology-Geomorphic thresholds the concept and its applications.pdf
224,"Sharman G et al.-2021-Geology-Detrital signals of coastal erosion and fluvial sediment supply during glacio-eustatic sea-level rise, Southern California, USA.pdf","test1/Sharman G et al.-2021-Geology-Detrital signals of coastal erosion and fluvial sediment supply during glacio-eustatic sea-level rise, Southern California, USA.pdf",True,Sharman GR et al.-2021-Geology-Detrital signals of coastal erosion and fluvial sediment supply during glacio-eustatic sea-level rise Southern California USA.pdf,Sharman GR et al.-2021-Geology-Detrital signals of coastal erosion and fluvial sediment supply during glacio-eustatic sea-level rise Southern California USA.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Sharman GR et al.-2021-Geology-Detrital signals of coastal erosion and fluvial sediment supply during glacio-eustatic sea-level rise Southern California USA.pdf
225,ShenQJ et al.-2024-QG-Sedimentioy history in alpine Damqu wetland of Yangtz headwater in interior Tibetan Plateau.pdf,test1/ShenQJ et al.-2024-QG-Sedimentioy history in alpine Damqu wetland of Yangtz headwater in interior Tibetan Plateau.pdf,True,Shen Q et al.-2024-Quaternary Geochronology-Sedimentation history linked to global change in alpine Damqu Wetland of Yangtze River headwater.pdf,Shen Q et al.-2024-Quaternary Geochronology-Sedimentation history linked to global change in alpine Damqu Wetland of Yangtze River headwater.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Shen Q et al.-2024-Quaternary Geochronology-Sedimentation history linked to global change in alpine Damqu Wetland of Yangtze River headwater.pdf
226,ShenQJ_CV.pdf,test1/ShenQJ_CV.pdf,False,,,skipped,Not a research paper
227,Smedley RK et al.-2015-RM-Bleaching of the post-IR IRSL signal from individual grains of K-feldspar.pdf,test1/Smedley RK et al.-2015-RM-Bleaching of the post-IR IRSL signal from individual grains of K-feldspar.pdf,True,Smedley RK et al.-2015-RM-Bleaching of the post-IR IRSL signal from individual grains of K-feldspar Implications for single-grain dating.pdf,Smedley RK et al.-2015-RM-Bleaching of the post-IR IRSL signal from individual grains of K-feldspar Implications for single-grain dating.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Smedley RK et al.-2015-RM-Bleaching of the post-IR IRSL signal from individual grains of K-feldspar Implications for single-grain dating.pdf
228,Sohbati R et al.-2018-EPSL-Centennial- to millennial-scale hard rock erosion rates deduced from luminescence-depth profiles.pdf,test1/Sohbati R et al.-2018-EPSL-Centennial- to millennial-scale hard rock erosion rates deduced from luminescence-depth profiles.pdf,True,Sohbati R et al.-2018-EPSL-Centennial to millennial scale hard rock erosion rates deduced from luminescence depth profiles.pdf,Sohbati R et al.-2018-EPSL-Centennial to millennial scale hard rock erosion rates deduced from luminescence depth profiles.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Sohbati R et al.-2018-EPSL-Centennial to millennial scale hard rock erosion rates deduced from luminescence depth profiles.pdf
229,Souza P et al.-2023-QG-Quartz OSL sensitivity from dating data for provenance analysis of pleistocene and holocene fluvial sediments from lowland Amazonia.pdf,test1/Souza P et al.-2023-QG-Quartz OSL sensitivity from dating data for provenance analysis of pleistocene and holocene fluvial sediments from lowland Amazonia.pdf,True,Souza PE et al.-2023-Quaternary Geochronology-Quartz OSL sensitivity from dating data for provenance analysis of pleistocene and holocene fl.pdf,Souza PE et al.-2023-Quaternary Geochronology-Quartz OSL sensitivity from dating data for provenance analysis of pleistocene and holocene fl (2).pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Souza PE et al.-2023-Quaternary Geochronology-Quartz OSL sensitivity from dating data for provenance analysis of pleistocene and holocene fl (2).pdf
230,Souza et al.-2024-QG-Using quartz OSL signals from SAR cycles for sediment provenance studies.pdf,test1/Souza et al.-2024-QG-Using quartz OSL signals from SAR cycles for sediment provenance studies.pdf,True,Souza PE et al.-2024-QG-Using quartz OSL signals from SAR cycles for sediment provenance studies.pdf,Souza PE et al.-2024-QG-Using quartz OSL signals from SAR cycles for sediment provenance studies.pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Souza PE et al.-2024-QG-Using quartz OSL signals from SAR cycles for sediment provenance studies.pdf
231,Speed CM et al.-2024-Geology-Three-dimensional anatomy of a Cretaceous river avulsion.pdf,test1/Speed CM et al.-2024-Geology-Three-dimensional anatomy of a Cretaceous river avulsion.pdf,True,Speed CM et al.-2024-Geology-Three-dimensional anatomy of a Cretaceous river avulsion.pdf,Speed CM et al.-2024-Geology-Three-dimensional anatomy of a Cretaceous river avulsion (2).pdf,renamed,Renamed to: /Users/pz/VScode/OSL_source_ana/test1/Speed CM et al.-2024-Geology-Three-dimensional anatomy of a Cretaceous river avulsion (2).pdf
